Pairs,IBS
CML366_CML365,0.9283
CML367_CML368,0.8608
CML368_CML367,0.8608
CML370_Mp706,0.8731
CML371_CML436,0.8702
CML372_CML436,0.996
CML373_CML374,0.8722
CML374_CML373,0.8722
CML375_CML91,0.864
CML376_CML380,0.8697
CML377_CML383,0.9944
CML378_CML233,0.8637
CML379_CML380,0.9759
CML38_CML36,0.8811
CML380_CML379,0.9759
CML381_CML313,0.8988
CML383_CML377,0.9944
CML384_CML377,0.9928
CML386_CML46,0.8615
CML387_CML388,0.9369
CML388_CML389,0.9849
CML389_CML388,0.9849
CML390_CML391,0.9905
CML391_CML390,0.9905
CML392_KS2,0.9124
CML394_CML319,0.9851
CML395_87036,0.9197
CML40_CML69,0.8593
CML416_CML233,0.8809
CML418_CML38,0.8574
CML419_B73,0.8574
CML420_GEMN-0210,0.9227
CML421_CML425,0.8679
CML422_A6,0.8721
CML423_Mp708,0.8608
CML424_A6,0.8619
CML425_CML426,0.9653
CML426_CML425,0.9653
CML427_Ki14,0.8606
CML429_CML227,0.8545
CML43_CML341,0.876
CML430_Ki3,0.8744
CML431_CML226,0.866
CML433_Ki21,0.9057
CML434_CML359,0.9441
CML436_CML372,0.996
CML438_CML360,0.9843
CML440_CML43,0.8555
CML441_B73,0.8575
CML448_CML255,0.9127
CML449_CML36,0.8866
CML45_CML341,0.8758
CML450_CML264,0.9144
CML451_CML9,0.9354
CML454_CML27,0.8655
CML456_CML242,0.892
CML46_CML341,0.8776
CML474_CML427,0.8577
CML476_CML5,0.8711
CML48_CML273,0.884
CML480_CML33,0.8759
CML481_CML227,0.8925
CML482_CML339,0.8675
CML483_CML108,0.9078
CML484_Mp706,0.8751
CML485_CML312,0.8628
CML486_CML325,0.8686
CML487_B73,0.859
CML49_TZSTRI123,0.9954
CML490_OBATANPAGH,0.865
CML491_CML144,0.9633
CML492_CML157Q,0.8782
CML493_A6,0.8638
CML494_CML341,0.9076
CML495_CML264,0.9292
CML496_CML69,0.8642
CML498_CML264,0.9271
CML5_CML309,0.8812
CML50_Mo18W,0.8783
CML500_CML273,0.9263
CML503_CML264,0.9848
CML52_CML298,0.8822
CML54_CML45,0.8601
CML55_CML271,0.8999
CML56_CML55,0.863
CML6_CML258,0.9778
CML61_CML9,0.8824
CML69_CML496,0.8642
CML77_B73,0.863
CML78_CML108,0.9931
CML79_B73,0.8597
CML8_CML6,0.9654
CML9_CML264,0.9653
CML91_CML103,0.8748
CML92_B73,0.8672
CML98_B14A,0.8692
CMV3_CM48,0.9207
CO106_CO252,0.9559
CO109_LH143CMS,0.9603
CO117_C49,0.9161
CO120_CO158,0.997
CO125_CO109,0.875
CO150_C49,0.9166
CO158_CO120,0.997
CO159_CO117,0.8857
CO192_W9,0.9396
CO216_MS1334,0.8912
CO220_LH143Maintainer,0.9964
CO236_MS1334,0.8907
CO237_C49,0.8755
CO245_W182E,0.9209
CO252_CO106,0.9559
CO255_PriorD,0.9929
CO256_B10,0.9018
CO257_EZ38,0.9086
CO258_B121,0.9119
CR14_N192,0.9489
CR1HT_S8326,0.9432
CR22INBRED_W23,0.8999
CR2INBRED_W23,0.874
CS405_LH132,0.942
CS608_B73,0.9552
CSJ2_PriorD,0.9069
CSJ3_A661,0.9038
CUB57c-2_Mo44,0.9128
D940Y_M37W,0.9309
DABATANGINB.JI0241_DAJINDINGJI0018,0.8925
DAJINDINGJI0018_DABATANGINB.JI0241,0.8925
DE1_DE2,0.9812
DE2_DE1,0.9812
DE3_DelawareExperimentalInbred,0.9977
DE4_GEMN-0134,0.9071
DE5_B94,0.9335
DE811_B68,0.9413
DelawareExperimentalInbred_DE3,0.9977
DJ7_B73,0.997
E199-1-1INBREDS5SYN.ANVELD40_E205-1-1-1INBREDS5SYN.ANVELD,0.8743
E205-1-1-1INBREDS5SYN.ANVELD_E199-1-1INBREDS5SYN.ANVELD40,0.8743
E2558W_M162W,0.9077
E292-1-1-1INBS5SYNANVELDXMINN.706_A171,0.8901
E680-2-1-3S5INBRED_E680-3-1-1S6INBRED,0.9975
E680-3-1-1S6INBRED_E680-2-1-3S5INBRED,0.9975
E683-1-2-1S5INBRED_B73,0.863
E684-1-1-1S5INBRED_B73,0.8652
E697-1-1-1S5INBRED_F2834T,0.8667
E783-1-2-1S6STS.4222INBRED_E697-1-1-1S5INBRED,0.8659
E8501_Mo17,0.9136
EA1070_NO.1070INBRED,0.9956
EA2000_EZ59,0.8692
EA2024_EZ50,0.9465
EA2841_EP39,0.8554
EA3076_A90,0.8807
East028_EAST028WHITECOB,0.9227
EAST028WHITECOB_East028,0.9227
ECU770b-2_Mo44,0.9096
Eng-liChih_B73,0.8649
EP1_4562INBRED,0.9343
EP10_B73,0.8654
EP16_EP4,0.8817
EP2_B73,0.8673
EP2008-03_EP42,0.8671
EP2008-04_EP2008-05,0.879
EP2008-05_EP2008-04,0.879
EP28_CO106,0.8934
EP29_EP52,0.8998
EP3_EP4,0.9214
EP31_EP77,0.9199
EP32_B164,0.8669
EP37_EP79,0.9233
EP39_B73,0.8556
EP4_EP47,0.9573
EP40_EP2008-03,0.8611
EP42_EP2008-03,0.8671
EP43_EP2008-03,0.8635
EP44_EZ59,0.882
EP45_B73,0.8539
EP47_EP4,0.9573
EP51_EP75,0.9574
EP52_EP29,0.8998
EP53_B73,0.862
EP55_A239,0.8876
EP56_A498,0.8807
EP57_W117HT,0.9132
EP58_STRAIN18B-5-69,0.9282
EP60_STRAIN18B-5-69,0.9344
EP61_EP62,0.959
EP62_EP61,0.959
EP64_EP65,0.8972
EP65_EP64,0.8972
EP67_EP74,0.8707
EP69_EP74,0.8796
EP71_EP64,0.8803
EP72_C103T,0.8781
EP73_EP74,0.9744
EP74_EP73,0.9744
EP75_EP51,0.9574
EP76_EP51,0.9473
EP77_EP31,0.9199
EP79_EP37,0.9233
EP80_EZ25,0.9022
EP81_B73,0.8688
EP82_EP83,0.9187
EP83_Ia453,0.9708
EP84_EP85,0.943
EP85_EP84,0.943
EP86_T146,0.8807
EZ1_EZ2,0.9955
EZ10_EZ6,0.8693
EZ11A_EZ46,0.9762
EZ12_Mo17,0.9695
EZ13_EZ30,0.8736
EZ14_Tx772,0.9251
EZ16A_EZ17,0.8708
EZ17_EZ16A,0.8708
EZ18_38-11,0.9636
EZ19_CI21E,0.9947
EZ2_EZ1,0.9955
EZ21_A640,0.8709
EZ23_A619,0.9133
EZ24_PHN29,0.932
EZ25_EP80,0.9022
EZ29_PHP38,0.9145
EZ3_EZ4,0.9556
EZ30_4F-300AD3,0.8955
EZ31_A632sh2/sh2,0.9873
EZ32_EZ18,0.9093
EZ33_A14NW,0.9452
EZ34_A619,0.9926
EZ37_EZ48,0.9294
EZ38_EZ37,0.9149
EZ4_EZ3,0.9556
EZ46_EZ11A,0.9762
EZ48_EZ37,0.9294
EZ49_4F-35BK,0.8872
EZ5_B14A,0.9435
EZ50_EA2024,0.9465
EZ51_Tx772,0.8696
EZ52_AH83,0.9095
EZ53_Oh51A,0.9107
EZ59_NO.1197INBRED,0.8844
EZ6_EZ30,0.8899
EZ7_4F-350CN2,0.863
EZ8_4F-35BK,0.8914
EZ9_EZ51,0.8653
F10_INBR.PLS14MS.STERILE,0.8874
F115_A344,0.9272
F2_S2,0.9317
F2834T_BO385Y,0.967
F39_F52,0.9194
F42_B73,0.9989
F431_A344,0.873
F44_GT118,0.9086
F49_ND256,0.8715
F52_F39,0.9194
F6_GT150,0.9282
F7_S56,0.9375
F755-2-2-1S4INBREDTEKO_E697-1-1-1S5INBRED,0.8641
FAPW_B37,0.9539
FBHJ_FBLA,0.94
FBLA_FBHJ,0.94
FC46_INBR.PLS14MS.STERILE,0.8696
Fe_B21,0.943
Florida32_IA2132,0.9794
Florida56_MS67,0.9975
FR19_A635,0.9397
FV181_ND211,0.8723
G14T133_INBR.PLS14MS.STERILE,0.9045
G15T134_G15T134a,0.9442
G15T134a_G15T134,0.9442
G22T122_G15T134,0.9056
G3T5_G3T5a,0.9806
G3T5a_G3T5,0.9806
G6T123_T9,0.9167
G80_PHW51,0.9208
GA152_Ab24E,0.9301
GA203_GA215,0.9823
GA209_GA203,0.9609
GA212_KYS,0.8972
GA215_GA203,0.9823
GA219_B73,0.8677
GA220_Wf9,0.9058
GA221_Ab608A,0.9227
GA222_NC220,0.8836
GA224_Wf9,0.9213
GE129_B73,0.8704
GE180_YE-CHI-HUNG,0.8663
GE19_Mo301ae,0.9121
GE281_B73,0.8664
GE293_K64,0.8817
GE311_B73,0.8684
GE317_AR296,0.9162
GE335_CI7Goodman-Buckler,0.8806
GE440_CI91C,0.9035
GE54_AR206,0.9396
GE72_AR296,0.9043
GEMN-0033_GEMN-0207,0.9719
GEMN-0034_GEMN-0033,0.9035
GEMN-0035_GEMN-0039,0.9159
GEMN-0036_GEMN-0033,0.9225
GEMN-0037_GEMN-0039,0.911
GEMN-0038_GEMN-0208,0.9119
GEMN-0039_GEMN-0035,0.9159
GEMN-0040_GEMN-0035,0.904
GEMN-0041_LH119,0.941
GEMN-0042_GEMN-0043,0.912
GEMN-0043_GEMN-0033,0.9149
GEMN-0044_PHG35,0.9313
GEMN-0045_PHG35,0.9102
GEMN-0046_L139,0.8961
GEMN-0047_LH123HT,0.9187
GEMN-0048_GEMN-0186,0.9159
GEMN-0056_Mo17,0.9281
GEMN-0057_GEMN-0111,0.925
GEMN-0058_GEMN-0057,0.9153
GEMN-0059_LH38,0.9117
GEMN-0060_PHG35,0.9241
GEMN-0070_PHG35,0.9141
GEMN-0071_L139,0.9115
GEMN-0076_GEMS-0185,0.9221
GEMN-0077_GEMN-0186,0.9195
GEMN-0081_GEMN-0082,0.9402
GEMN-0082_GEMN-0081,0.9402
GEMN-0083_LH119,0.9271
GEMN-0087_LH93,0.905
GEMN-0088_GEMN-0087,0.898
GEMN-0089_GEMN-0090,0.9699
GEMN-0090_GEMN-0089,0.9699
GEMN-0094_GEMN-0048,0.915
GEMN-0095_GEMN-0096,0.9218
GEMN-0096_LH123HT,0.9244
GEMN-0097_GEMS-0091,0.9142
GEMN-0098_GEMN-0099,0.9126
GEMN-0099_LH123HT,0.9137
GEMN-0103_GEMN-0104,0.9637
GEMN-0104_GEMN-0212,0.9865
GEMN-0105_GEMN-0104,0.9645
GEMN-0106_GEMS-0016,0.9378
GEMN-0107_GEMN-0106,0.9151
GEMN-0108_GEMN-0169,0.972
GEMN-0109_GEMN-0103,0.9073
GEMN-0110_LH51,0.9554
GEMN-0111_GEMN-0057,0.925
GEMN-0112_Oh43E,0.9079
GEMN-0114_PHG35,0.9368
GEMN-0117_58803Mo17MethBcS3,0.9586
GEMN-0119_GEMN-0151,0.9201
GEMN-0120_GEMN-0151,0.9622
GEMN-0121_GEMN-0123,0.9052
GEMN-0122_GEMN-0119,0.9113
GEMN-0123_GEMN-0121,0.9052
GEMN-0124_GEMN-0164,0.9731
GEMN-0127_GEMN-0195,0.9307
GEMN-0128_GEMN-0129,0.9709
GEMN-0129_GEMN-0128,0.9709
GEMN-0130_GEMN-0128,0.9669
GEMN-0131_GEMN-0128,0.9531
GEMN-0132_GEMN-0128,0.9696
GEMN-0133_GEMN-0131,0.9519
GEMN-0134_LH123HT,0.9281
GEMN-0135_GEMN-0213,0.9606
GEMN-0136_GEMN-0153,0.9631
GEMN-0138_GEMN-0139,0.9148
GEMN-0139_GEMN-0138,0.9148
GEMN-0140_LH59,0.9001
GEMN-0141_LH59,0.9151
GEMN-0144_GEMN-0096,0.9123
GEMN-0145_GEMN-0144,0.911
GEMN-0151_GEMN-0120,0.9622
GEMN-0152_GEMN-0172,0.9132
GEMN-0153_GEMN-0136,0.9631
GEMN-0154_GEMN-0155,0.9187
GEMN-0155_LH123HT,0.926
GEMN-0156_PHV78,0.9117
GEMN-0157_EZ29,0.8995
GEMN-0158_GEMN-0156,0.9035
GEMN-0159_LH214,0.9122
GEMN-0164_GEMN-0124,0.9731
GEMN-0165_GEMN-0035,0.909
GEMN-0166_GEMN-0167,0.9696
GEMN-0167_GEMN-0166,0.9696
GEMN-0168_GEMN-0217,0.9734
GEMN-0169_GEMN-0108,0.972
GEMN-0170_GEMN-0217,0.9732
GEMN-0172_GEMN-0194,0.9708
GEMN-0173_GEMN-0212,0.9834
GEMN-0174_PHN73,0.8895
GEMN-0177_GEMN-0178,0.9139
GEMN-0178_GEMN-0177,0.9139
GEMN-0179_SeagullSeventeen,0.9364
GEMN-0186_GEMN-0077,0.9195
GEMN-0187_LH51,0.9537
GEMN-0190_LH51,0.9404
GEMN-0191_GEMN-0059,0.9085
GEMN-0192_GEMN-0191,0.9002
GEMN-0193_GEMN-0099,0.9025
GEMN-0194_GEMN-0172,0.9708
GEMN-0195_GEMN-0173,0.9814
GEMN-0196_GEMS-0215,0.9363
GEMN-0197_GEMN-0195,0.9349
GEMN-0198_GEMN-0152,0.9089
GEMN-0205_58803Mo17MethBcS3,0.9251
GEMN-0207_GEMN-0208,0.9847
GEMN-0208_GEMN-0207,0.9847
GEMN-0209_Mo17,0.9089
GEMN-0210_CML420,0.9227
GEMN-0211_GEMS-0005,0.9821
GEMN-0212_GEMN-0104,0.9865
GEMN-0213_GEMN-0135,0.9606
GEMN-0214_LH59,0.9143
GEMN-0216_83IBI3,0.9088
GEMN-0217_GEMN-0168,0.9734
GEMN-0221_LH123HT,0.9099
GEMS-0001_B94,0.978
GEMS-0002_GEMS-0219,0.9377
GEMS-0003_B14A,0.9234
GEMS-0004_Tx325,0.985
GEMS-0005_GEMN-0211,0.9821
GEMS-0006_LH119,0.9406
GEMS-0007_GEMS-0004,0.9285
GEMS-0008_LH119,0.9553
GEMS-0009_GEMS-0011,0.9357
GEMS-0010_GEMS-0006,0.9286
GEMS-0011_GEMS-0009,0.9357
GEMS-0013_GEMS-0021,0.9203
GEMS-0014_LH119,0.9335
GEMS-0015_GEMS-0016,0.9245
GEMS-0016_GEMN-0106,0.9378
GEMS-0017_LH119,0.9361
GEMS-0019_GEMS-0125,0.9719
GEMS-0020_GEMS-0016,0.9322
GEMS-0021_LH119,0.9505
GEMS-0024_H8431,0.9157
GEMS-0026_H8431,0.9244
GEMS-0027_Mp07-153,0.9812
GEMS-0028_Mp07-153,0.9735
GEMS-0030_Mp07-121,0.921
GEMS-0031_Mp07-121,0.9114
GEMS-0032_GEMS-0026,0.9118
GEMS-0049_78010,0.9342
GEMS-0050_GEMS-0115,0.9348
GEMS-0051_B73,0.9242
GEMS-0052_LH196,0.9464
GEMS-0053_B73,0.9679
GEMS-0054_B73,0.9124
GEMS-0055_B73,0.9408
GEMS-0061_B73,0.9193
GEMS-0062_GEMS-0101,0.9219
GEMS-0063_LH119,0.9633
GEMS-0064_LH119,0.9618
GEMS-0065_LH119,0.9573
GEMS-0066_LH119,0.9503
GEMS-0067_B73,0.9004
GEMS-0068_B73,0.951
GEMS-0069_NS701,0.9486
GEMS-0072_LH119,0.9553
GEMS-0073_GEMS-0086,0.9554
GEMS-0074_LH205,0.9499
GEMS-0075_B14,0.9354
GEMS-0078_GEMS-0189,0.9218
GEMS-0079_B73,0.9269
GEMS-0080_GEMS-0079,0.9197
GEMS-0084_GEMN-0122,0.902
GEMS-0085_FAPW,0.9164
GEMS-0086_LH132,0.9595
GEMS-0091_H8431,0.9462
GEMS-0092_GEMS-0223,0.9733
GEMS-0093_PHT10,0.9645
GEMS-0100_R924,0.9218
GEMS-0101_B73,0.9992
GEMS-0102_GEMS-0021,0.9313
GEMS-0113_LH119,0.9486
GEMS-0115_B73,0.9382
GEMS-0116_GEMS-0115,0.9348
GEMS-0118_PHT10,0.9293
GEMS-0125_GEMS-0019,0.9719
GEMS-0142_LH132,0.942
GEMS-0143_B73,0.9415
GEMS-0146_LH132,0.9742
GEMS-0147_LH132,0.9749
GEMS-0148_LH132,0.963
GEMS-0149_B73,0.9791
GEMS-0150_B73,0.9591
GEMS-0160_B73,0.9722
GEMS-0161_GEMS-0162,0.963
GEMS-0162_LH119,0.9709
GEMS-0163_PHT10,0.9523
GEMS-0175_PHT10,0.9593
GEMS-0176_LH132,0.9565
GEMS-0180_B73,0.9405
GEMS-0181_B73,0.9392
GEMS-0182_LH196,0.9441
GEMS-0183_LH196,0.9437
GEMS-0184_B73,0.9542
GEMS-0185_PHT10,0.9438
GEMS-0188_PHT10,0.9296
GEMS-0189_PHT10,0.953
GEMS-0199_78010,0.9413
GEMS-0200_PHP38,0.9343
GEMS-0201_PHP38,0.9469
GEMS-0202_B73,0.9608
GEMS-0203_B73,0.9021
GEMS-0206_B73,0.9499
GEMS-0215_GEMN-0196,0.9363
GEMS-0219_GEMS-0002,0.9377
GEMS-0220_B73,0.937
GEMS-0222_LH74,0.9144
GEMS-0223_GEMS-0092,0.9733
Gengke1_Honanno.7,0.8671
GT106_F6,0.8632
GT112_NC248,0.9602
GT113_GT115,0.8819
GT115_Ab18,0.931
GT118_F44,0.9086
GT119_F6,0.8767
GT150_F6,0.9282
GT154_38-11,0.9311
GT169A_B73,0.8671
GT601_Mo401,0.9097
GT602_Va58,0.923
GTS1_IP39,0.927
H10_CI91BGoodman-Buckler,0.9299
H100_H91,0.9654
H101_IA28,0.9977
H102_C123,0.9141
H103_A334,0.9062
H104W_A619,0.9782
H105W_A632+/sh2,0.9643
H106w_H84,0.9731
H107_H99,0.9577
H108_Mo17,0.9451
H109_Mo17,0.9524
H110_H117,0.9018
H111_FAPW,0.9292
H112_H98,0.952
H113_H60,0.9345
H114_B37,0.9334
H116_C123,0.9089
H117_B14,0.9296
H118w_H102,0.8835
H119_B73,0.9586
H121_Wf9,0.8804
H122w_GEMS-0101,0.9414
H123_B73,0.9685
H124w_KY228,0.8692
H125_B73,0.9456
H126W_58801InbredMo17,0.936
H14_CI4A,0.8944
H19_B73,0.8719
H21W_Va3A,0.9022
H22w_B73,0.8708
H23w_B73,0.8683
H25W_B73,0.8684
H26w_C8pseudo,0.9976
H27w_L,0.9505
H28w_H29w,0.9977
H29w_H28w,0.9977
H30w_38-11,0.9726
H41_M14,0.9327
H42_M14,0.9677
H45_Wf9,0.9536
H46_Wf9,0.9643
H49_WXWF9,0.9719
H5_A321,0.9514
H50_38-11,0.972
H51_H50,0.9587
H52_38-11,0.9507
H55_H96,0.9733
H59_Mo21R,0.8934
H60_H113,0.9345
H71_W22,0.9644
H73_Oh599,0.952
H84_H106w,0.9731
H8431_991,0.962
H88_CI90A,0.9365
H91_B14,0.9886
H93_B37,0.9876
H95_SeparationfromTzi24,0.9676
H96_H55,0.9733
H98_H112,0.952
H99_B102,0.9656
HB8229_A634,0.9253
HBA1_PHW51,0.8956
Hi25_B14A,0.9787
Hi26_CI21E,0.9257
Hi27_Hi27Goodman-Buckler,0.9576
Hi27Goodman-Buckler_Hi27,0.9576
Hi28_B73,0.8706
Hi29_Tzi30,0.8856
Hi30_B73,0.8663
Hi31_B68,0.9872
Hi33_EZ33,0.9395
Hi34_Mp706,0.8855
Hi38C1_Hi30,0.8605
Hi39_B14A,0.9255
Hi41_Hi39,0.9215
Hi42_Hi43,0.9661
Hi43_Hi42,0.9661
Hi44_KUI2007,0.934
Hi47_B73,0.9567
Hi48_B73,0.8606
Hi50_CML118,0.8874
Hi52_CML118,0.8639
Hi56_B73,0.8631
Hi60_Mo17T,0.9894
Hi61_Ki14,0.8684
Hi62_Hi64,0.8867
Hi63_CML229,0.8634
Hi64_Hi62,0.8867
Hi65_Tx601,0.9799
Hi66_Tzi4,0.9734
Hi67_Tzi18,0.9657
Honanno.7_CI91B,0.9135
HP301_IDS69,0.971
HP62-02_Sg1533,0.9657
HP68-07_HP62-02,0.9162
HP72-11_ADSA5,0.9754
HUA94INBRED_CHI-69INB.,0.9972
Huanyao_Ye4,0.9945
Huobai_YE-CHI-HUNG,0.8639
HUOBAOMIJI0235_DABATANGINB.JI0241,0.8892
Hwangno.525_YE-CHI-HUNG,0.8586
Hy_HY2,0.9932
HY2_Hy,0.9932
I137TN_E783-1-2-1S6STS.4222INBRED,0.8634
I159_B73,0.8895
I198_WXI198,0.986
I205_B06,0.9589
I29_IADS43-W,0.8863
Ia2003_IP39,0.9473
Ia2076_IP39,0.959
IA2132_IA2132Goodman-Buckler,0.9982
IA2132Goodman-Buckler_IA2132,0.9982
IA28_H101,0.9977
Ia453_R853,0.973
Ia5125_Ia5125B,0.9871
Ia5125B_Ia5125,0.9871
Ia5145_Ia5125,0.9075
IA61_IADS61,0.9908
IA88_IADS62,0.8976
IaCG4189_27A-317-68C,0.928
IADS38-W_IADS43-W,0.9028
IADS43-W_IADS38-W,0.9028
IADS53_RB-53INBR.FR.YELPEARL,0.9808
IADS61_IA61,0.9908
IADS62_SA24,0.9554
IADS70_Sg18,0.9007
IaEv191_IA2132,0.9298
IaEv3004_14H-588-68B,0.9622
IB014_Q381,0.9509
IB02_Q381,0.9507
IBB14_Q381,0.9335
IBB15_207,0.9913
IBC2_83IBI3,0.9872
ICI193_B59,0.9314
ICI441_ICI740,0.9948
ICI740_ICI441,0.9948
ICI893_LH195,0.9548
IDS28_IA28,0.9829
IDS69_IDS91,0.9837
IDS91_IDS69,0.9837
Il101_Il101T,0.9952
Il101T_Il101,0.9952
Il14H_14H-588-68B,0.9982
Il677a_Il731a,0.9758
Il731a_Il677a,0.9758
Il767b_Il731a,0.9381
Il778d_Il779a,0.9766
Il779a_Il778d,0.9766
Ill.Hy_WXHy,0.9931
Ill101Q_NJ159,0.9895
INB101LFY/LFYA632XM16S5_A632sh2/sh2,0.966
INBR.PLS14MS.STERILE_4659INBRED,0.9592
INBRED100_AusTRCF306254,0.8621
INBRED109_AusTRCF306254,0.8662
INBRED1-1265_4F-345CN12,0.864
INBRED141_B73,0.8748
INBRED19-86_A3G-3-1-3,0.9524
INBRED2-687_INBRED34-1181,0.8975
INBRED305_INBRED605,0.9888
INBRED309_INBRED605,0.9436
INBRED317_INBRED41-1781,0.8704
INBRED321_INBRED619,0.8815
INBRED334_INBRED358,0.8641
INBRED34-1141_INBRED34-1196,0.9029
INBRED34-1181_INBRED2-687,0.8975
INBRED34-1196_INBRED34-1141,0.9029
INBRED358_INBRED627,0.8644
INBRED378_MR14LongfellowFlint,0.8552
INBRED379_INBRED610,0.8882
INBRED381_INBRED605,0.8818
INBRED39-1084_A3G-3-1-3,0.9255
INBRED41_B73,0.8645
INBRED41-1781_INBRED317,0.8704
INBRED42-492_4F-345CN12,0.8638
INBRED45_L,0.8821
INBRED605_INBRED305,0.9888
INBRED610_INBRED309,0.9159
INBRED619_INBRED321,0.8815
INBRED624_INBRED627,0.8755
INBRED627_INBRED309,0.8836
INBRED64_B73,0.8747
Inbred6-907_NO.380,0.9299
INBREDA-243-1_A242-2S10INBREDPERUVIAN,0.903
IP39_C31,0.9841
J47_H112,0.8675
J8606_207,0.9189
K_A401,0.9213
K10_N194,0.9851
K11_K201,0.8692
K148_EZ1,0.9383
K150_B73,0.8696
K155_Va26,0.9096
K201_R197,0.9064
K4_R904A,0.9695
K41_WXK44,0.9692
K47_SA24,0.9241
K55_WXK55,0.9907
K64_WXK64,0.9806
Ki11_GEMN-0164,0.8855
Ki14_TZAR104,0.916
Ki2021_KUI2007,0.9976
Ki21_CML433,0.9057
Ki3_Ki14,0.9024
Ki43_CML223,0.8763
Ki44_KUI44,0.9974
KO679Y_BO46W,0.9167
KS2_CML204,0.9957
KUI2007_Ki2021,0.9976
KUI2021_Ki2021,0.9914
KUI44_Ki44,0.9974
KUNG-70_CHI-41,0.939
Ky21_WFg3-9,0.9
Ky226_Ill.Hy,0.8734
KY228_H124w,0.8692
KYS_GA212,0.8972
L_H27w,0.9505
L127_207,0.9724
L135_207,0.9877
L139_11430,0.9302
L155_Q381,0.9675
L289_WXL289,0.9931
L317_WXL317,0.9933
L578_NC240,0.9371
L605_Tx601,0.8789
L678_F6,0.8664
L690_SC55,0.8618
L90_L605,0.86
Lai1029_H84,0.9271
LH1_B37,0.9463
LH119_LH132,0.9894
LH123HT_LH212Ht,0.9826
LH127_LH181,0.9546
LH128_PHZ51,0.9346
LH132_LH119,0.9894
LH143CMS_CO109,0.9603
LH143Maintainer_CO220,0.9964
LH145_CM169,0.9715
LH146Ht_CM105,0.964
LH149_GEMS-0101,0.972
LH150_AusTRCF305801,0.8921
LH156_Pa91,0.9393
LH160_ZS01250,0.9225
LH162_ND246,0.9365
LH163_PHR36,0.9233
LH181_LH127,0.9546
LH190_B73,0.9747
LH191_LH132,0.9516
LH192_LH193,0.9783
LH193_LH192,0.9783
LH194_LH195,0.9683
LH195_LH132,0.9776
LH196_LH119,0.988
LH202_B73,0.9875
LH205_LH74,0.9813
LH206_B73,0.9564
LH208_LH209,0.9494
LH209_LH196,0.977
LH211_LH123HT,0.9477
LH212Ht_LH123HT,0.9826
LH213_LH214,0.9893
LH214_LH213,0.9893
LH215_R177,0.9377
LH220Ht_LH74,0.9699
LH222_LH74,0.9743
LH38_Oh43E,0.9969
LH39_Oh43,0.9592
LH51_58801InbredMo17,0.9878
LH52_Mo17,0.9605
LH54_Mo17,0.9639
LH57_LH59,0.9832
LH59_LH57,0.9832
LH60_Va35C,0.9277
LH61_SeagullSeventeen,0.9728
LH65_Mo17,0.9672
LH74_LH205,0.9813
LH82_GEMN-0096,0.9064
LH85_A654,0.9366
LH93_GEMN-0087,0.905
LIBC4_IBB15,0.9406
LP1CMSHT_LP1NRHT,0.9952
LP1NRHT_LP1CMSHT,0.9952
Lp215D_Mo17,0.9309
LP5_B73,0.9748
Luo3_A90,0.8916
M131_CML214,0.9918
M14_R914,0.9851
M162W_CI64,0.9222
M23_C42,0.9295
M37W_BO46W,0.9612
M45_W23,0.8919
M6411_M6415,0.9242
M6415_M6421,0.9287
M6421_M6415,0.9287
Ma32_IP39,0.9715
MBNA_Mo17,0.9539
MBPM_MS78,0.9021
MBST_LH38,0.9662
MBUB_Oh43E,0.9517
MDF-13D_R903B,0.9249
Me1_T8302INBRED,0.9305
Me100_Me121Wa,0.9886
Me121Wa_Me100,0.9886
Me123_Me100,0.9844
Me135_C30,0.9447
Me244Wa_W3742,0.9959
Me244Wb_Me100,0.9188
MEF156-55-2_STRAINT20-2-68B,0.891
MINN5_IADS43-W,0.8911
ML606_LH38,0.9534
MM402A_Oh43E,0.9387
Mo10_K201,0.8932
Mo11_Wf9,0.9783
Mo12_Mo18W,0.9504
Mo13_T8,0.9539
Mo14W_Mo18W,0.9407
Mo15W_Mo16W,0.9251
Mo16W_Mo15W,0.9251
Mo17_58801InbredMo17,0.9979
Mo17+/su_Mo17,0.99
Mo17T_58801InbredMo17,0.9979
Mo17TRf_58801InbredMo17,0.9733
Mo18W_Mo22,0.974
MO1W_WXWF9,0.9597
Mo20W_N6,0.9493
Mo21R_H59,0.8934
Mo22_Mo18W,0.974
Mo23W_Mo24W,0.8712
Mo24W_CI49A,0.8971
Mo25W_CI49A,0.9223
Mo27W_Mo28W,0.9375
Mo28W_Mo27W,0.9375
Mo29W_Mo2RF,0.8828
Mo2RF_R134,0.9782
Mo3_Mo403,0.9955
Mo301ae_K55,0.9875
Mo303ae_CI21E,0.9864
Mo304ae_Oh7,0.9373
Mo305ae_Mo3,0.9886
Mo307ae_R903B,0.9686
Mo308ae_CI7Goodman-Buckler,0.9583
Mo30W_Mo31W,0.9227
Mo311ae_Mo8W,0.9564
Mo312ae_T202,0.9669
Mo313ae_CI42B,0.9861
Mo314ae_AH83,0.9826
Mo31W_Mo30W,0.9227
Mo32W_B73,0.8702
Mo33W_Mo30W,0.8817
Mo36_Mo37,0.9532
Mo37_Mo36,0.9532
Mo38_Mo36,0.9475
Mo39_Mo38,0.922
Mo40_Mo17,0.9234
Mo401_B37,0.9922
Mo402_B41,0.9979
Mo403_Mo3,0.9955
Mo41_C103,0.9504
Mo42_Mo17,0.939
Mo43_Mo17,0.9648
Mo44_NC260,0.9504
